collection_size;result_size
100;56147
100;24
100;2
100;6
100;3
100;24
100;24
100;17
100;587
100;133
100;0
100;12
100;48
100;2
100;87
100;115
100;581
100;147
100;151
100;523
100;134
100;76
100;125
100;104
100;316
100;449
100;135
100;638
100;429
100;565
100;28
100;0
100;15
100;156
100;15
100;19
100;172
100;565
100;0
100;520
100;540
100;203
100;544
100;177
100;0
100;654
100;125
100;116
100;441
100;515
100;951
100;951
100;245
100;227
100;132
100;1101
100;622
100;138
100;138
100;258
100;218
100;936
100;536
100;334
100;0
100;154
100;0
100;493
100;583
100;638
100;495
100;65
100;65
100;65
100;103
100;543
100;384
100;13
100;62
100;86
100;14
100;788
100;532
100;0
100;144
100;0
100;0
100;441
100;690
100;150
100;237
100;82
